Season,Site,Transect,Strata,QUAD,species,1,2,3,4,5
WINTER,ISTHMUS,2,BENTHIC,29.2,Lythrypnus dalli,0,0,0,1,1
WINTER,ISTHMUS,3,BENTHIC,3,Lythrypnus dalli,0,0,0,1,0
WINTER,ISTHMUS,3,BENTHIC,5.8,Lythrypnus dalli,0,2,5,9,0
WINTER,ISTHMUS,3,BENTHIC,7.8,Lythrypnus dalli,0,0,0,0,0
WINTER,ISTHMUS,3,BENTHIC,10,Lythrypnus dalli,0,4,1,0,0
WINTER,ISTHMUS,3,BENTHIC,13.5,Lythrypnus dalli,0,0,0,0,0
WINTER,ISTHMUS,3,BENTHIC,17.1,Lythrypnus dalli,0,0,0,5,0
WINTER,ISTHMUS,3,BENTHIC,20.2,Lythrypnus dalli,0,0,0,4,0
WINTER,ISTHMUS,3,BENTHIC,22.1,Lythrypnus dalli,0,2,0,6,0
WINTER,ISTHMUS,3,BENTHIC,25.8,Lythrypnus dalli,0,0,1,3,0
WINTER,ISTHMUS,3,BENTHIC,28.2,Lythrypnus dalli,0,2,3,3,0
WINTER,ISTHMUS,4,BENTHIC,1.6,Lythrypnus dalli,0,1,0,4,0
WINTER,ISTHMUS,4,BENTHIC,3.3,Lythrypnus dalli,0,0,0,1,0
WINTER,ISTHMUS,4,BENTHIC,8.9,Lythrypnus dalli,0,1,7,3,0
WINTER,ISTHMUS,4,BENTHIC,9.3,Lythrypnus dalli,0,3,0,1,0
WINTER,ISTHMUS,4,BENTHIC,13,Lythrypnus dalli,0,0,1,1,0
WINTER,ISTHMUS,4,BENTHIC,16.4,Lythrypnus dalli,0,0,0,0,0
WINTER,ISTHMUS,4,BENTHIC,19.6,Lythrypnus dalli,0,0,1,2,0
WINTER,ISTHMUS,4,BENTHIC,21.7,Lythrypnus dalli,0,3,1,5,0
WINTER,ISTHMUS,4,BENTHIC,25.1,Lythrypnus dalli,0,0,0,0,0
WINTER,ISTHMUS,4,BENTHIC,28.5,Lythrypnus dalli,0,0,0,1,0
WINTER,PARADISE,1,BENTHIC,0,Lythrypnus dalli,0,3,6,4,0
WINTER,PARADISE,1,BENTHIC,4.5,Lythrypnus dalli,0,6,0,1,0
WINTER,PARADISE,1,BENTHIC,8.4,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,1,BENTHIC,9,Lythrypnus dalli,0,0,0,1,0
WINTER,PARADISE,1,BENTHIC,12.4,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,1,BENTHIC,17.3,Lythrypnus dalli,0,0,0,2,0
WINTER,PARADISE,1,BENTHIC,20,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,1,BENTHIC,22.8,Lythrypnus dalli,0,0,0,1,1
WINTER,PARADISE,1,BENTHIC,24.3,Lythrypnus dalli,0,0,1,0,2
WINTER,PARADISE,1,BENTHIC,29,Lythrypnus dalli,0,0,3,0,0
WINTER,PARADISE,2,BENTHIC,1,Lythrypnus dalli,0,0,1,0,2
WINTER,PARADISE,2,BENTHIC,4.2,Lythrypnus dalli,0,1,0,0,0
WINTER,PARADISE,2,BENTHIC,6.5,Lythrypnus dalli,0,0,0,3,0
WINTER,PARADISE,2,BENTHIC,9.2,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,2,BENTHIC,14.7,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,2,BENTHIC,15.7,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,2,BENTHIC,19.1,Lythrypnus dalli,0,0,1,0,1
WINTER,PARADISE,2,BENTHIC,21.3,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,2,BENTHIC,24.5,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,2,BENTHIC,29.2,Lythrypnus dalli,0,0,0,2,0
WINTER,PARADISE,3,BENTHIC,0.2,Lythrypnus dalli,0,0,0,0,1
WINTER,PARADISE,3,BENTHIC,5.1,Lythrypnus dalli,0,0,1,0,0
WINTER,PARADISE,3,BENTHIC,8.6,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,3,BENTHIC,9.5,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,3,BENTHIC,12.6,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,3,BENTHIC,15,Lythrypnus dalli,0,0,0,1,1
WINTER,PARADISE,3,BENTHIC,20,Lythrypnus dalli,0,0,1,2,0
WINTER,PARADISE,3,BENTHIC,22.3,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,3,BENTHIC,26,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,3,BENTHIC,29.9,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,4,BENTHIC,1.2,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,4,BENTHIC,5.7,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,4,BENTHIC,6.2,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,4,BENTHIC,9.1,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,4,BENTHIC,13.4,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,4,BENTHIC,15.6,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,4,BENTHIC,21,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,4,BENTHIC,23.8,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,4,BENTHIC,25.6,Lythrypnus dalli,0,0,0,0,0
WINTER,PARADISE,4,BENTHIC,27.8,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,1,BENTHIC,2,Lythrypnus dalli,0,0,0,1,1
WINTER,EMPIRE,1,BENTHIC,5.3,Lythrypnus dalli,0,0,3,1,1
WINTER,EMPIRE,1,BENTHIC,6.3,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,1,BENTHIC,10.9,Lythrypnus dalli,0,4,5,0,0
WINTER,EMPIRE,1,BENTHIC,13.2,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,1,BENTHIC,15.1,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,1,BENTHIC,20.7,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,1,BENTHIC,23.7,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,1,BENTHIC,24.8,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,1,BENTHIC,29.4,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,2,BENTHIC,0.7,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,2,BENTHIC,4.8,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,2,BENTHIC,6.5,Lythrypnus dalli,0,0,0,0,1
WINTER,EMPIRE,2,BENTHIC,11.5,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,2,BENTHIC,12.8,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,2,BENTHIC,15.5,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,2,BENTHIC,20.2,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,2,BENTHIC,21.9,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,2,BENTHIC,24.9,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,2,BENTHIC,28.4,Lythrypnus dalli,0,0,4,4,0
WINTER,EMPIRE,3,BENTHIC,2,Lythrypnus dalli,0,3,2,0,0
WINTER,EMPIRE,3,BENTHIC,5.5,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,3,BENTHIC,6.6,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,3,BENTHIC,10.2,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,3,BENTHIC,14.6,Lythrypnus dalli,0,0,1,0,1
WINTER,EMPIRE,3,BENTHIC,17.1,Lythrypnus dalli,0,1,0,1,0
WINTER,EMPIRE,3,BENTHIC,18.6,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,3,BENTHIC,22.1,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,3,BENTHIC,24.1,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,3,BENTHIC,27.6,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,4,BENTHIC,2.5,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,4,BENTHIC,5.1,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,4,BENTHIC,8.7,Lythrypnus dalli,0,0,0,1,0
WINTER,EMPIRE,4,BENTHIC,11.9,Lythrypnus dalli,0,2,0,0,0
WINTER,EMPIRE,4,BENTHIC,12.4,Lythrypnus dalli,0,12,0,0,0
WINTER,EMPIRE,4,BENTHIC,17.3,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,4,BENTHIC,20.2,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,4,BENTHIC,21,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,4,BENTHIC,26.2,Lythrypnus dalli,0,0,0,0,0
WINTER,EMPIRE,4,BENTHIC,29.5,Lythrypnus dalli,0,0,0,0,0
WINTER,ARROW,1,BENTHIC,3,Lythrypnus dalli,1,2,1,0,0
WINTER,ARROW,1,BENTHIC,5.9,Lythrypnus dalli,0,2,2,0,0
WINTER,ARROW,1,BENTHIC,8.9,Lythrypnus dalli,0,0,0,0,0
WINTER,ARROW,1,BENTHIC,9,Lythrypnus dalli,0,0,0,0,0
WINTER,ARROW,1,BENTHIC,12.2,Lythrypnus dalli,0,0,6,0,0
WINTER,ARROW,1,BENTHIC,17.5,Lythrypnus dalli,0,2,0,2,0
WINTER,ARROW,1,BENTHIC,19.1,Lythrypnus dalli,0,1,0,1,0
WINTER,ARROW,1,BENTHIC,22.9,Lythrypnus dalli,0,4,0,3,0
WINTER,ARROW,1,BENTHIC,24.5,Lythrypnus dalli,0,2,4,6,0
WINTER,ARROW,1,BENTHIC,27.4,Lythrypnus dalli,0,4,2,2,0
WINTER,ARROW,2,BENTHIC,1,Lythrypnus dalli,0,7,2,3,2
WINTER,ARROW,2,BENTHIC,3.9,Lythrypnus dalli,0,0,6,4,0
WINTER,ARROW,2,BENTHIC,6.3,Lythrypnus dalli,0,5,0,5,0
WINTER,ARROW,2,BENTHIC,10.8,Lythrypnus dalli,0,4,0,0,1
WINTER,ARROW,2,BENTHIC,14.7,Lythrypnus dalli,0,0,3,2,0
WINTER,ARROW,2,BENTHIC,15.4,Lythrypnus dalli,0,1,3,7,0
WINTER,ARROW,2,BENTHIC,19.5,Lythrypnus dalli,0,0,0,0,0
WINTER,ARROW,2,BENTHIC,23.8,Lythrypnus dalli,0,1,1,0,0
WINTER,ARROW,2,BENTHIC,24.5,Lythrypnus dalli,0,0,0,0,0
WINTER,ARROW,2,BENTHIC,29.7,Lythrypnus dalli,0,0,0,0,0
WINTER,ARROW,3,BENTHIC,1.9,Lythrypnus dalli,0,0,3,0,0
WINTER,ARROW,3,BENTHIC,4.2,Lythrypnus dalli,0,1,1,0,0
WINTER,ARROW,3,BENTHIC,8.3,Lythrypnus dalli,0,1,1,0,0
WINTER,ARROW,3,BENTHIC,10.1,Lythrypnus dalli,0,0,1,0,0
WINTER,ARROW,3,BENTHIC,13.2,Lythrypnus dalli,0,0,1,0,0
WINTER,ARROW,3,BENTHIC,16,Lythrypnus dalli,0,0,4,0,0
WINTER,ARROW,3,BENTHIC,18.3,Lythrypnus dalli,0,0,0,0,0
WINTER,ARROW,3,BENTHIC,22.4,Lythrypnus dalli,0,0,0,0,0
WINTER,ARROW,3,BENTHIC,25.3,Lythrypnus dalli,0,0,0,0,0
WINTER,ARROW,3,BENTHIC,28,Lythrypnus dalli,0,0,0,0,0
WINTER,ARROW,4,BENTHIC,1.4,Lythrypnus dalli,0,0,0,0,0
WINTER,ARROW,4,BENTHIC,5,Lythrypnus dalli,0,0,1,1,0
WINTER,ARROW,4,BENTHIC,8,Lythrypnus dalli,0,0,0,0,0
WINTER,ARROW,4,BENTHIC,9.6,Lythrypnus dalli,0,0,2,4,0
WINTER,ARROW,4,BENTHIC,12.1,Lythrypnus dalli,0,0,1,0,1
WINTER,ARROW,4,BENTHIC,17.8,Lythrypnus dalli,0,0,6,1,2
WINTER,ARROW,4,BENTHIC,20.7,Lythrypnus dalli,0,0,0,0,0
WINTER,ARROW,4,BENTHIC,21.7,Lythrypnus dalli,0,0,0,0,1
WINTER,ARROW,4,BENTHIC,24.9,Lythrypnus dalli,0,0,0,0,0
WINTER,ARROW,4,BENTHIC,28,Lythrypnus dalli,0,0,1,0,0
WINTER,INDIANS,1,BENTHIC,0.9,Lythrypnus dalli,0,0,0,13,0
WINTER,INDIANS,1,BENTHIC,5.9,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,1,BENTHIC,7.6,Lythrypnus dalli,0,0,4,0,0
WINTER,INDIANS,1,BENTHIC,11.4,Lythrypnus dalli,0,11,0,0,0
WINTER,INDIANS,1,BENTHIC,14.3,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,1,BENTHIC,16.8,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,1,BENTHIC,18.7,Lythrypnus dalli,1,0,0,0,0
WINTER,INDIANS,1,BENTHIC,24,Lythrypnus dalli,0,0,4,0,0
WINTER,INDIANS,1,BENTHIC,26.8,Lythrypnus dalli,0,0,2,0,0
WINTER,INDIANS,1,BENTHIC,28.5,Lythrypnus dalli,0,0,3,0,0
WINTER,INDIANS,2,BENTHIC,1,Lythrypnus dalli,0,0,2,0,0
WINTER,INDIANS,2,BENTHIC,3,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,2,BENTHIC,7.6,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,2,BENTHIC,11.3,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,2,BENTHIC,13.6,Lythrypnus dalli,0,0,10,0,0
WINTER,INDIANS,2,BENTHIC,17,Lythrypnus dalli,0,0,2,0,0
WINTER,INDIANS,2,BENTHIC,19.6,Lythrypnus dalli,0,6,0,0,0
WINTER,INDIANS,2,BENTHIC,24,Lythrypnus dalli,0,1,0,0,0
WINTER,INDIANS,2,BENTHIC,26.7,Lythrypnus dalli,0,0,10,0,0
WINTER,INDIANS,2,BENTHIC,28.6,Lythrypnus dalli,0,0,5,0,0
WINTER,INDIANS,3,BENTHIC,1,Lythrypnus dalli,0,0,1,0,0
WINTER,INDIANS,3,BENTHIC,3.9,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,3,BENTHIC,7.7,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,3,BENTHIC,11.5,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,3,BENTHIC,12.1,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,3,BENTHIC,16.9,Lythrypnus dalli,0,0,6,0,0
WINTER,INDIANS,3,BENTHIC,19.9,Lythrypnus dalli,0,0,0,2,0
WINTER,INDIANS,3,BENTHIC,24,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,3,BENTHIC,26.7,Lythrypnus dalli,0,1,0,0,0
WINTER,INDIANS,3,BENTHIC,28.6,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,4,BENTHIC,0.5,Lythrypnus dalli,0,4,6,0,0
WINTER,INDIANS,4,BENTHIC,3.2,Lythrypnus dalli,0,5,6,0,2
WINTER,INDIANS,4,BENTHIC,6.4,Lythrypnus dalli,0,0,1,0,0
WINTER,INDIANS,4,BENTHIC,11.8,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,4,BENTHIC,15,Lythrypnus dalli,1,0,0,4,0
WINTER,INDIANS,4,BENTHIC,17.7,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,4,BENTHIC,19.9,Lythrypnus dalli,0,0,1,0,0
WINTER,INDIANS,4,BENTHIC,21.8,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,4,BENTHIC,24,Lythrypnus dalli,0,0,0,0,0
WINTER,INDIANS,4,BENTHIC,28.7,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,1,BENTHIC,2.9,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,1,BENTHIC,4.3,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,1,BENTHIC,7.2,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,1,BENTHIC,11.1,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,1,BENTHIC,12.9,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,1,BENTHIC,15.7,Lythrypnus dalli,0,3,0,0,0
WINTER,PARSONS,1,BENTHIC,18.5,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,1,BENTHIC,22.3,Lythrypnus dalli,0,0,3,0,0
WINTER,PARSONS,1,BENTHIC,25.1,Lythrypnus dalli,2,0,0,0,0
WINTER,PARSONS,1,BENTHIC,27.2,Lythrypnus dalli,0,0,0,1,0
WINTER,PARSONS,2,BENTHIC,2,Lythrypnus dalli,0,1,0,0,0
WINTER,PARSONS,2,BENTHIC,3.1,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,2,BENTHIC,6.3,Lythrypnus dalli,0,3,0,0,0
WINTER,PARSONS,2,BENTHIC,9.5,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,2,BENTHIC,12.8,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,2,BENTHIC,16.4,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,2,BENTHIC,20,Lythrypnus dalli,0,0,1,0,0
WINTER,PARSONS,2,BENTHIC,22.7,Lythrypnus dalli,0,0,0,2,0
WINTER,PARSONS,2,BENTHIC,25.3,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,2,BENTHIC,27.1,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,3,BENTHIC,2.8,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,3,BENTHIC,4.4,Lythrypnus dalli,0,0,1,0,0
WINTER,PARSONS,3,BENTHIC,6.1,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,3,BENTHIC,11.4,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,3,BENTHIC,13.2,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,3,BENTHIC,15.1,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,3,BENTHIC,20.5,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,3,BENTHIC,21,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,3,BENTHIC,24.1,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,3,BENTHIC,27.3,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,4,BENTHIC,2,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,4,BENTHIC,3.1,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,4,BENTHIC,8.9,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,4,BENTHIC,9.5,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,4,BENTHIC,14,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,4,BENTHIC,16.1,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,4,BENTHIC,19.1,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,4,BENTHIC,21.6,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,4,BENTHIC,25.5,Lythrypnus dalli,0,0,0,0,0
WINTER,PARSONS,4,BENTHIC,29.7,Lythrypnus dalli,0,0,1,0,0
SPRING,INDIANS,1,BENTHIC,2.4,Lythrypnus dalli,0,0,1,0,0
SPRING,INDIANS,1,BENTHIC,3.2,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,1,BENTHIC,7.3,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,1,BENTHIC,9.6,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,1,BENTHIC,14.8,Lythrypnus dalli,0,0,0,2,0
SPRING,INDIANS,1,BENTHIC,16.1,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,1,BENTHIC,18.3,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,1,BENTHIC,23.1,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,1,BENTHIC,25.7,Lythrypnus dalli,0,0,0,0,1
SPRING,INDIANS,1,BENTHIC,29.9,Lythrypnus dalli,0,0,0,2,0
SPRING,INDIANS,2,BENTHIC,1.9,Lythrypnus dalli,0,0,0,3,0
SPRING,INDIANS,2,BENTHIC,5.5,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,2,BENTHIC,7.1,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,2,BENTHIC,9.5,Lythrypnus dalli,0,0,0,0,2
SPRING,INDIANS,2,BENTHIC,14.6,Lythrypnus dalli,0,0,0,3,0
SPRING,INDIANS,2,BENTHIC,17.9,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,2,BENTHIC,18.2,Lythrypnus dalli,0,0,0,4,0
SPRING,INDIANS,2,BENTHIC,23.8,Lythrypnus dalli,0,0,0,5,0
SPRING,INDIANS,2,BENTHIC,26,Lythrypnus dalli,0,0,0,7,0
SPRING,INDIANS,2,BENTHIC,27.7,Lythrypnus dalli,0,0,0,6,0
SPRING,INDIANS,3,BENTHIC,1.7,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,3,BENTHIC,5.5,Lythrypnus dalli,0,0,0,4,0
SPRING,INDIANS,3,BENTHIC,8.4,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,3,BENTHIC,11.9,Lythrypnus dalli,0,0,0,1,0
SPRING,INDIANS,3,BENTHIC,12.3,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,3,BENTHIC,16.7,Lythrypnus dalli,0,0,0,2,0
SPRING,INDIANS,3,BENTHIC,18,Lythrypnus dalli,0,0,0,4,0
SPRING,INDIANS,3,BENTHIC,21.6,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,3,BENTHIC,25.4,Lythrypnus dalli,0,0,0,7,0
SPRING,INDIANS,3,BENTHIC,29.7,Lythrypnus dalli,0,0,0,11,0
SPRING,INDIANS,4,BENTHIC,0.9,Lythrypnus dalli,0,0,0,18,0
SPRING,INDIANS,4,BENTHIC,5.6,Lythrypnus dalli,0,0,0,0,4
SPRING,INDIANS,4,BENTHIC,8,Lythrypnus dalli,0,0,0,0,2
SPRING,INDIANS,4,BENTHIC,10.3,Lythrypnus dalli,0,0,0,2,0
SPRING,INDIANS,4,BENTHIC,13,Lythrypnus dalli,0,0,2,0,0
SPRING,INDIANS,4,BENTHIC,15,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,4,BENTHIC,18.5,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,4,BENTHIC,22.4,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,4,BENTHIC,26.7,Lythrypnus dalli,0,0,0,0,0
SPRING,INDIANS,4,BENTHIC,27.9,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,1,BENTHIC,2.1,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,1,BENTHIC,4.2,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,1,BENTHIC,8.3,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,1,BENTHIC,11.9,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,1,BENTHIC,14.2,Lythrypnus dalli,0,0,0,1,0
SPRING,ISTHMUS,1,BENTHIC,15.4,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,1,BENTHIC,18.8,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,1,BENTHIC,22.7,Lythrypnus dalli,0,0,0,2,0
SPRING,ISTHMUS,1,BENTHIC,25.4,Lythrypnus dalli,0,0,0,4,0
SPRING,ISTHMUS,1,BENTHIC,29,Lythrypnus dalli,0,0,0,0,1
SPRING,ISTHMUS,2,BENTHIC,1,Lythrypnus dalli,0,0,0,2,0
SPRING,ISTHMUS,2,BENTHIC,4.2,Lythrypnus dalli,0,0,0,1,0
SPRING,ISTHMUS,2,BENTHIC,7.5,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,2,BENTHIC,11.3,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,2,BENTHIC,13.3,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,2,BENTHIC,16.6,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,2,BENTHIC,21,Lythrypnus dalli,0,0,0,1,0
SPRING,ISTHMUS,2,BENTHIC,22.4,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,2,BENTHIC,26.3,Lythrypnus dalli,0,0,3,0,0
SPRING,ISTHMUS,2,BENTHIC,27.1,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,3,BENTHIC,0.4,Lythrypnus dalli,0,0,0,1,0
SPRING,ISTHMUS,3,BENTHIC,4.4,Lythrypnus dalli,0,0,0,4,0
SPRING,ISTHMUS,3,BENTHIC,8,Lythrypnus dalli,0,0,3,0,0
SPRING,ISTHMUS,3,BENTHIC,10.9,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,3,BENTHIC,12.3,Lythrypnus dalli,0,0,1,0,0
SPRING,ISTHMUS,3,BENTHIC,15.6,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,3,BENTHIC,15.6,Lythrypnus dalli,0,0,0,1,0
SPRING,ISTHMUS,3,BENTHIC,18,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,3,BENTHIC,23.4,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,3,BENTHIC,26.3,Lythrypnus dalli,0,0,3,0,0
SPRING,ISTHMUS,4,BENTHIC,29.5,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,4,BENTHIC,1.2,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,4,BENTHIC,5.3,Lythrypnus dalli,0,0,0,1,0
SPRING,ISTHMUS,4,BENTHIC,7.8,Lythrypnus dalli,0,0,0,1,0
SPRING,ISTHMUS,4,BENTHIC,10,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,4,BENTHIC,14.5,Lythrypnus dalli,0,0,1,0,0
SPRING,ISTHMUS,4,BENTHIC,15.7,Lythrypnus dalli,0,0,0,3,0
SPRING,ISTHMUS,4,BENTHIC,19.1,Lythrypnus dalli,0,0,0,0,4
SPRING,ISTHMUS,4,BENTHIC,21.9,Lythrypnus dalli,0,0,0,0,0
SPRING,ISTHMUS,4,BENTHIC,24.1,Lythrypnus dalli,0,0,0,0,0
SPRING,PARADISE,1,BENTHIC,2,Lythrypnus dalli,0,0,0,1,0
SPRING,PARADISE,1,BENTHIC,5.4,Lythrypnus dalli,0,0,0,0,0
SPRING,PARADISE,1,BENTHIC,7.4,Lythrypnus dalli,0,0,0,0,0
SPRING,PARADISE,1,BENTHIC,9.3,Lythrypnus dalli,0,0,0,2,0
SPRING,PARADISE,1,BENTHIC,13.4,Lythrypnus dalli,0,0,0,4,0
SPRING,PARADISE,1,BENTHIC,15.5,Lythrypnus dalli,0,0,0,0,0
SPRING,PARADISE,1,BENTHIC,19,Lythrypnus dalli,0,0,0,0,0
SPRING,PARADISE,1,BENTHIC,23.8,Lythrypnus dalli,0,0,0,0,0
